ID,bookTitle,bookAuthor,bookISBN,countryOfOrigin,language,publishedDate,publisher,pages,price($$),ratings,reviews
725,Anna Karenina,Oscar Wilde,873-42-05077-85-3,Laos,Arabic,"Friday, December 30, 2327",Apple Inc.,189,73.39,1.04,Sci-Fi
726,Lolita,T. S. Eliot,026-11-86420-13-0,Sri Lanka,Urdu,"Wednesday, March 18, 7181",Boeing,187,31.71,1.72,Musical
727,The Old Man and the Sea,Agatha Christie,334-72-28416-33-7,Latvia,Serbo-Croatian,"Thursday, December 28, 3539",Coca-Cola Company,303,70.64,4.97,Horror
728,The Scarlet Letter,Jules Verne,544-37-40842-16-1,Grenada,Dutch,"Tuesday, September 26, 6378",Danone,299,42.74,4.51,Crime
729,The Red and the Black,Alexandre Dumas,667-30-08628-43-7,Bahrain,Yue,"Friday, April 10, 1643",UPC,231,99.96,4.95,Crime
730,In Search of Lost Time,Edgar Allan Poe,647-75-21746-60-8,Sierra Leone,Somali,"Saturday, September 10, 8472",Erickson,389,61.23,4.20,Sci-Fi
731,The Metamorphosis,Bella Forrest,683-84-58616-65-7,Lithuania,Swedish,"Wednesday, February 19, 9417",Comcast,428,20.23,2.85,Family
732,Oedipus,Oscar Wilde,285-16-30426-52-7,Uruguay,Chinese,"Saturday, August 30, 9332",Demaco,519,35.06,2.90,Family
733,The Old Man and the Sea,Dr. Seuss,600-28-73105-84-7,Australia,Hungarian,"Monday, August 15, 1216",Comodo,325,36.54,1.75,Crime
734,Emma,Danielle Steel,712-32-46263-38-1,The Bahamas,Hindi,"Saturday, June 10, 2282",Telekom,435,94.23,3.66,Crime
735,Lord of the Flies,Carlos Ruiz Zafon,484-75-32824-13-4,Bhutan,Pashto,"Tuesday, March 3, 8331",Boeing,353,37.39,3.40,Animation
736,Great Expectations,Horatio Alger,856-12-26675-36-2,Indonesia,Serbo-Croatian,"Sunday, March 17, 2796",Erickson,368,45.82,1.21,History
737,Pride and Prejudice,Herman Melville,463-80-38660-01-5,Gabon,Nepali,"Saturday, February 16, 3022",AECOM,331,19.94,1.43,Adventure
738,Tristram Shandy,Leo Tolstoy,768-72-42013-68-8,Andorra,Sundanese,"Tuesday, November 29, 8039",DynCorp,326,56.74,1.79,Sci-Fi
739,To Kill a Mockingbird,F. Scott Fitzgerald,734-88-38802-81-3,Monaco,Yoruba,"Friday, September 17, 8455",Vodafone,393,22.81,2.39,Animation
740,The Canterbury Tales,Edgar Allan Poe,070-76-72786-85-2,Israel,Japanese,"Tuesday, June 25, 0069",ENEL,313,90.74,1.92,Action
741,The Odyssey,Kurt Vonnegut,405-21-68110-35-6,Burundi,French,"Thursday, July 27, 6248",CarMax,309,82.33,4.22,Drama
742,The Red and the Black,John Steinbeck,188-08-42716-34-5,Lebanon,Czech,"Thursday, May 11, 0372",Coca-Cola Company,551,20.38,4.60,Horror
743,Wuthering Heights,Nathaniel Hawthorne,660-46-78112-51-0,Switzerland,Korean,"Wednesday, November 3, 9993",Facebook,548,36.73,2.99,Horror
744,Don Quixote,Danielle Steel,584-01-40358-76-5,Equatorial Guinea,Azerbaijani,"Saturday, August 27, 7966",DynCorp,427,44.44,1.49,Animation
745,Ulysses,Carlos Ruiz Zafon,054-76-84174-85-0,Macedonia,Somali,"Monday, October 28, 6233",21st Century Fox,331,93.25,2.01,Biography
746,Robinson Crusoe,Herman Melville,435-56-53038-06-1,Portugal,Punjabi,"Sunday, February 16, 6498",Demaco,183,83.51,4.60,Action
747,The Great Gatsby,Jack London,307-35-26483-74-6,Suriname,Mandarin,"Sunday, July 17, 7368",Zepter,547,64.76,3.56,Thriller
748,Anna Karenina,J. R. R. Tolkien,768-14-25305-07-8,Netherlands,Polish,"Friday, January 8, 2894",Zepter,415,79.22,1.44,History
749,Don Quixote,C.S. Lewis,217-71-05136-83-6,Saint Lucia,Turkish,"Thursday, October 29, 9829",Metro Cash&Carry,511,52.30,2.88,Comedy
750, Oedipus at Colonus,William Shakespeare,466-11-70872-68-8,Costa Rica,Serbo-Croatian,"Wednesday, October 13, 7126",Mars,206,31.99,1.60,Drama
751,Gulliver's Travels,Stephenie Meyer,758-58-45586-17-7,Brazil,Uzbek,"Wednesday, July 27, 9689",21st Century Fox,393,62.87,2.48,Biography
752,Pride and Prejudice,T. S. Eliot,655-48-10230-03-0,Montenegro,Polish,"Wednesday, May 18, 6929",Erickson,194,11.60,4.19,Drama
753,Nineteen Eighty Four,Edgar Allan Poe,651-55-28306-86-6,Qatar,Greek,"Sunday, July 12, 4893",Erickson,503,25.96,2.42,Animation
754,The Scarlet Letter,G.R.R. Martin,872-27-74683-76-3,Yemen,Hungarian,"Tuesday, October 26, 6247",Danone,338,20.06,1.47,Fantasy
755,Tristram Shandy,Stephen King,571-80-13246-78-3,Kenya,Tamil,"Thursday, March 30, 3747",UPC,392,39.10,1.05,Romance
756,Nineteen Eighty Four,Stephenie Meyer,626-73-81017-61-8,Ecuador,Yoruba,"Tuesday, April 16, 5365",Demaco,388,71.65,1.04,Fantasy
757,The Brothers Karamazov ,T. S. Eliot,687-77-54280-53-6,Vanuatu,German,"Tuesday, September 1, 4899",Vodafone,244,60.90,2.45,Drama
758,Nineteen Eighty Four,William Faulkner,567-30-73107-23-7,Swaziland,Hungarian,"Wednesday, March 18, 3091",Carrefour,362,24.34,1.40,Thriller
759,Alice Adventures in Wonderland,Margaret Atwood,043-12-45111-37-0,Vietnam,Malaysian,"Tuesday, February 21, 8147",Global Print,549,62.24,1.81,Family
760,The Good Soldier,F. Scott Fitzgerald,350-26-10440-02-2,Slovakia,Thai,"Monday, March 6, 9522",ENEL,450,57.71,1.34,Musical
761,Lord of the Flies,Emily Dickinson,223-08-27511-18-8,Latvia,Urdu,"Monday, June 8, 4359",Leadertech Consulting,366,36.34,4.25,Crime
762,Oedipus,Jules Verne,778-78-52160-30-5,Marshall Islands,Japanese,"Tuesday, June 19, 7263",ExxonMobil,234,35.10,2.79,Drama
763,The Grapes of Wrath,Horatio Alger,857-74-87313-83-5,Saint Vincent and the Grenadines,Italian,"Sunday, September 12, 0534",Comodo,370,64.96,1.59,Horror
764,David Copperfield,Harper Lee,660-25-32125-45-5,Sudan,Hakka,"Wednesday, August 14, 4763",Coca-Cola Company,392,13.59,4.74,Fantasy
765,Tristram Shandy,Jane Austen,551-52-25425-72-7,Luxembourg,Japanese,"Thursday, September 11, 0487",Carrefour,204,53.01,2.76,Drama
766,The Grapes of Wrath,Henry James,025-58-04538-33-6,Sao Tome and Principe,Mandarin,"Thursday, March 1, 5364",CarMax,268,58.20,2.56,History
767,Moby Dick,Jin Yong,577-41-84801-37-0,Antigua and Barbuda,Bhojpuri,"Friday, April 23, 6297",Carrefour,291,52.03,4.49,Adventure
768,To the Lighthouse,Flannery O'Connor,000-47-30507-16-4,Albania,English,"Monday, February 16, 1998",Carrefour,530,61.61,3.07,Crime
769,The Sound and the Fury,Oscar Wilde,680-15-87817-86-1,Sri Lanka,Hakka,"Tuesday, February 15, 9831",Danone,564,84.32,1.17,Biography
770,War and Peace,Stephen King,444-64-77170-15-2,The Bahamas,Sindhi,"Thursday, December 17, 6725",BuzzFeed,186,65.76,3.55,Drama
771,Don Quixote,Mary Shelley,580-22-33532-12-1,Slovenia,Uzbek,"Sunday, June 21, 7807",ENEL,477,68.63,1.40,Thriller
772,Madame Bovary,Robert Frost,681-76-84708-28-0,Slovenia,Spanish,"Thursday, September 29, 2208",Biolife Grup,347,97.20,3.93,Drama
773,The Canterbury Tales,Carolyn Brown,387-47-48403-42-8,Vatican City,Portuguese,"Friday, March 3, 3724",Apple Inc.,320,46.03,3.06,Musical
774,Tristram Shandy,Bella Forrest,657-06-44017-05-4,Samoa,Uzbek,"Friday, April 13, 5973",Carrefour,254,84.97,1.37,Musical
775,The Metamorphosis,Mary Shelley,814-01-16444-44-7,Japan,Spanish,"Sunday, January 1, 8445",Demaco,266,49.60,3.15,History
776,In Search of Lost Time,Robert Frost,575-87-40820-32-0,Barbados,Thai,"Thursday, January 28, 6179",UPC,397,20.33,3.93,Adventure
777,David Copperfield,Flannery O'Connor,477-65-77675-53-6,Honduras,Hakka,"Tuesday, July 6, 6962",Leadertech Consulting,304,98.76,4.12,Crime
778,Nineteen Eighty Four,Emily Dickinson,400-77-44416-61-7,Liberia,Polish,"Thursday, February 26, 2950",Erickson,406,66.27,2.47,Romance
779,Anna Karenina,Flannery O'Connor,085-45-32756-41-7,Venezuela,English,"Monday, June 15, 6595",Areon Impex,258,51.25,1.29,Adventure
780,The Red and the Black,Guillaume Musso,753-62-83201-54-1,Syria,Italian,"Saturday, June 4, 8777",Leadertech Consulting,223,64.50,1.46,Family
781,Les Misérables,Edith Wharton,632-54-30837-77-5,Montenegro,Ukrainian,"Wednesday, May 15, 7157",21st Century Fox,468,43.87,3.50,History
782,David Copperfield,Walt Whitman,121-05-74570-06-8,Sierra Leone,Malaysian,"Sunday, September 8, 5450",BuzzFeed,557,80.18,2.44,Adventure
783,The Odyssey,Mark Twain,450-06-77056-27-6,Norway,Hindi,"Wednesday, October 19, 8529",Areon Impex,534,39.90,4.40,Musical
784,Moby Dick,Ralph Waldo Emerson,185-58-10288-01-8,Vatican City,Persian,"Thursday, May 19, 0118",Areon Impex,552,39.09,2.73,Horror
785,Tristram Shandy,Walt Whitman,616-75-38516-75-8,Iran,Serbo-Croatian,"Saturday, August 9, 2380",Leadertech Consulting,327,89.46,1.69,Family
786,Vanity Fair,C.S. Lewis,727-06-85611-45-3,Argentina,Azerbaijani,"Friday, September 22, 7065",Metro Cash&Carry,337,86.30,3.92,Horror
787,Ulysses,C.S. Lewis,641-30-17776-70-8,Andorra,Nepali,"Friday, August 1, 9073",Danone,566,77.88,1.21,Fantasy
788,Robinson Crusoe,Alexander Pushkin,821-70-78681-41-4,Malawi,Czech,"Wednesday, January 2, 6211",21st Century Fox,503,45.80,3.67,Drama
789,Ulysses,Carolyn Brown,501-07-67458-80-1,Congo,French,"Friday, January 15, 5937",Amazon.com,531,33.35,1.44,Romance
790,Anna Karenina,Harper Lee,451-30-81784-36-1,United Kingdom,Russian,"Monday, August 16, 8224",Leadertech Consulting,347,28.62,3.06,Horror
791,Game of Thrones,Doris Lessing,685-65-20864-01-1,Djibouti,Ukrainian,"Sunday, October 30, 4292",Biolife Grup,252,57.06,1.09,Animation
792,Don Quixote,T. S. Eliot,043-18-71876-18-2,Botswana,Thai,"Friday, May 28, 6219",Apple Inc.,401,27.02,1.16,Comedy
793,Alice Adventures in Wonderland,Paulo Coelo,855-81-67118-22-8,Jordan,Hungarian,"Thursday, August 15, 9354",Comodo,343,49.66,1.16,Thriller
794,Lolita,Stephenie Meyer,418-36-80111-75-2,Latvia,English,"Thursday, August 6, 4172",Areon Impex,405,17.37,2.16,Crime
795,Gargantua and Pantagruel,Carlos Ruiz Zafon,837-38-05888-58-4,Tuvalu,Hindi,"Wednesday, December 31, 6498",AECOM,553,31.71,4.35,Thriller
796,The Scarlet Letter,Carlos Ruiz Zafon,752-51-52624-52-2,Belize,Korean,"Tuesday, July 4, 6350",Vodafone,274,75.48,2.30,Family
797,The Sun Also Rises,G.R.R. Martin,570-16-11358-78-1,The Gambia,Amharic,"Thursday, March 8, 4373",Metro Cash&Carry,482,16.40,4.37,Adventure
798,Anna Karenina,John Steinbeck,073-80-41443-40-3,Djibouti,Uyghur,"Saturday, May 6, 6648",Vodafone,323,13.21,4.99,Crime
799,Gulliver's Travels,Leo Tolstoy,307-60-02758-75-8,Grenada,French,"Monday, November 22, 8077",Zepter,206,76.31,4.99,Fantasy
800,Oedipus,William Faulkner,548-05-50347-03-7,Andorra,Sindhi,"Sunday, February 19, 6986",Leadertech Consulting,207,46.81,4.08,Family
801,Madame Bovary,J. R. R. Tolkien,686-02-21087-83-7,Chad,Chittagonian,"Sunday, April 4, 2156",Amazon.com,434,65.24,3.69,Romance
802,Invisible Man,Agatha Christie,618-30-35500-04-0,Norway,Chinese,"Friday, February 11, 8439",Leadertech Consulting,227,63.68,2.30,Action
803,Hamlet,Margaret Atwood,613-12-83775-23-8,Laos,Yoruba,"Sunday, June 28, 0848",Telekom,521,45.01,4.44,Sci-Fi
804,Game of Thrones,Jin Yong,440-43-48768-20-6,Paraguay,Uyghur,"Wednesday, October 14, 9125",AECOM,342,63.97,4.65,History
805,Emma,T. S. Eliot,156-77-13346-04-6,Angola,Arabic,"Sunday, June 7, 5407",CarMax,341,18.08,1.80,Action
806,David Copperfield,Jules Verne,417-81-55023-24-4,Belize,Fula,"Wednesday, June 10, 9395",Danone,251,48.80,4.41,Biography
807,Tess of the d'Urbervilles,John Steinbeck,450-24-48370-20-6,Iraq,Chittagonian,"Tuesday, December 7, 7447",BuzzFeed,444,22.86,3.81,Action
808,Paradise Lost,William Faulkner,305-76-45620-80-5,Palau,Thai,"Thursday, October 5, 1628",Amazon.com,238,14.27,4.86,Fantasy
809,To the Lighthouse,Ralph Waldo Emerson,633-87-88743-31-6,The Bahamas,Malaysian,"Saturday, October 19, 5309",Biolife Grup,189,72.77,1.14,Thriller
810,Tess of the d'Urbervilles,T. S. Eliot,750-61-28750-16-0,United Kingdom,Ukrainian,"Sunday, November 15, 4826",Biolife Grup,415,76.42,2.68,Musical
811,Les Misérables,Danielle Steel,526-00-60735-04-4,Madagascar,Persian,"Tuesday, December 26, 4305",Mars,193,35.80,4.50,Family
812,David Copperfield,William Faulkner,250-28-81220-63-2,Greece,Assamese,"Sunday, June 16, 7439",Comodo,493,99.23,1.28,Action
813,The Brothers Karamazov ,Ernest Hemingway,485-68-85746-45-3,Jordan,Wu,"Thursday, June 11, 1164",Erickson,238,14.56,3.19,Animation
814,The Scarlet Letter,Agatha Christie,300-20-77348-33-0,Jamaica,Chittagonian,"Sunday, July 29, 5855",Team Guard SRL,513,20.16,1.13,Animation
815,Moby Dick,Carlos Ruiz Zafon,375-36-34451-54-7,Malaysia,Hungarian,"Monday, March 31, 0008",Boeing,491,97.49,3.94,Adventure
816,Robinson Crusoe,Herman Melville,771-35-30530-56-7,Malaysia,Persian,"Saturday, August 29, 0133",Danone,370,24.52,1.45,History
817,War and Peace,Ray Bradbury,373-60-25702-74-6,Kuwait,Bhojpuri,"Wednesday, October 24, 5562",Comodo,187,52.81,4.69,Biography
818,Oedipus,J. R. R. Tolkien,318-26-52468-55-1,Maldives,Punjabi,"Wednesday, September 17, 6459",AECOM,369,97.53,4.36,Action
819,Great Expectations,Barbara Cartland,058-64-84735-71-6,Guinea,Czech,"Friday, January 25, 5399",Amazon.com,359,24.47,4.92,Family
820,Moby Dick,Ralph Waldo Emerson,588-02-23087-11-6,Cabo Verde,Bengali,"Sunday, June 21, 6899",Erickson,216,99.99,1.66,Sci-Fi
821,Tristram Shandy,Robert Frost,117-26-01366-83-6,Czech Republic,Tamil,"Saturday, July 22, 0626",Erickson,518,80.70,3.44,Horror
822,The Scarlet Letter,Henry James,883-78-48707-35-8,Thailand,Nepali,"Saturday, July 6, 4318",Apple Inc.,335,93.79,4.21,Crime
823,Hamlet,Ernest Hemingway,417-77-43720-42-7,Samoa,Russian,"Thursday, July 11, 4002",Areon Impex,480,34.42,1.34,Horror
824,The Scarlet Letter,William Shakespeare,045-64-42785-64-4,Morocco,Mandarin,"Saturday, December 19, 2212",Biolife Grup,517,45.59,3.82,Crime
825,The Handmaid's Tale,Paulo Coelo,664-82-26646-62-4,Guinea,Malaysian,"Monday, August 8, 7431",Leadertech Consulting,196,27.29,1.42,Animation
826,Anna Karenina,G.R.R. Martin,808-38-01107-21-4,Tajikistan,Polish,"Friday, December 15, 0361",Facebook,549,86.63,1.65,Adventure
827,Don Quixote,Stephen King,444-51-86373-33-0,Zimbabwe,Swedish,"Saturday, May 7, 1166",Demaco,351,33.54,1.48,Comedy
828,Gargantua and Pantagruel,Jack London,386-88-56525-05-6,Jamaica,German,"Friday, March 23, 1579",Zepter,231,56.41,2.02,Action
829,The Great Gatsby,Paulo Coelo,821-51-68854-33-4,Switzerland,Hindi,"Wednesday, July 13, 0050",It Smart Group,191,44.42,3.82,Adventure
830,Gulliver's Travels,Barbara Cartland,428-35-45034-30-2,United Kingdom,Tamil,"Saturday, April 12, 3692",Coca-Cola Company,442,46.35,3.74,Horror
831,The Canterbury Tales,Leo Tolstoy,737-16-03250-60-4,Côte d’Ivoire,Greek,"Tuesday, December 14, 6269",Mars,492,14.41,2.89,Horror
832,Lord of the Flies,Jin Yong,825-63-01852-22-8,"Korea, North",Yue,"Monday, March 13, 2378",Boeing,498,75.58,4.11,Sci-Fi
833,The Flowers of Evil,C.S. Lewis,022-77-22240-63-5,Afghanistan,Uyghur,"Saturday, September 13, 7445",UPC,267,25.89,3.38,History
834,Nineteen Eighty Four,Agatha Christie,655-82-38304-36-0,Belize,Japanese,"Wednesday, October 8, 5298",Vodafone,475,85.51,3.59,Family
835,Gone With the Wind,Stephenie Meyer,344-48-05746-02-5,Panama,Swedish,"Friday, November 27, 9761",Zepter,322,42.25,2.16,Crime
836,Madame Bovary,Jules Verne,103-07-08408-68-8,USA,Belarusian,"Sunday, April 2, 7409",It Smart Group,224,57.39,2.76,Musical
837,Madame Bovary,William Shakespeare,212-75-65430-44-6,Saint Vincent and the Grenadines,French,"Tuesday, May 27, 2284",Comcast,298,56.24,1.49,Biography
838,Lolita,Dr. Seuss,572-85-72757-32-3,Bangladesh,Somali,"Friday, May 6, 0185",CarMax,402,24.04,1.12,Crime
839,The Flowers of Evil,Nathaniel Hawthorne,803-28-07464-87-7,Micronesia,Ukrainian,"Wednesday, December 9, 5772",Mars,239,29.77,2.90,Thriller
840,Hamlet,Carlos Ruiz Zafon,707-40-57431-33-6,Kenya,Amharic,"Wednesday, January 24, 9674",ENEL,387,51.05,3.09,Adventure
841,Gone With the Wind,Nathaniel Hawthorne,283-18-36553-72-2,Bosnia and Herzegovina,Yoruba,"Thursday, July 6, 0586",Apple Inc.,524,82.34,2.60,Action
842,The Red and the Black,Ernest Hemingway,013-00-11461-33-1,Nauru,Amharic,"Friday, May 22, 7131",ENEL,299,99.61,2.98,Family
843,The Odyssey,Stephen King,585-34-24486-11-8,Lebanon,Bengali,"Saturday, December 26, 9114",It Smart Group,357,66.62,3.37,Comedy
844,The Great Gatsby,William Faulkner,480-72-57658-87-1,Saint Lucia,Polish,"Sunday, July 14, 9940",Facebook,447,73.16,3.00,Drama
845,The Great Gatsby,Carolyn Brown,380-82-48853-72-7,Iran,Amharic,"Wednesday, July 7, 3126",Biolife Grup,521,66.01,2.96,History
846,Great Expectations,Stephenie Meyer,777-55-73688-56-8,Malaysia,Somali,"Tuesday, November 25, 2983",Team Guard SRL,314,86.52,3.72,Sci-Fi
847,The Old Man and the Sea,Nathaniel Hawthorne,760-71-01742-58-1,Lebanon,Arabic,"Wednesday, January 28, 8748",Danone,282,74.02,3.50,Romance
848,One Hundred Years of Solitude,Franz Kafka,217-16-57186-47-5,Tajikistan,Polish,"Friday, April 9, 9982",Zepter,355,67.88,2.78,Fantasy
849,One Thousand and One Nights,Margaret Atwood,623-85-15334-14-7,Italy,Punjabi,"Thursday, June 4, 0207",ExxonMobil,555,11.06,3.14,Thriller
850,One Hundred Years of Solitude,Tennessee Williams,233-71-53535-23-8,Serbia,Hungarian,"Saturday, March 10, 1523",21st Century Fox,432,87.70,1.46,Drama
851,Moby Dick,G.R.R. Martin,277-76-80803-22-7,Sudan,Bhojpuri,"Sunday, June 22, 1569",Demaco,337,91.67,3.94,Family
852,The Brothers Karamazov ,Carlos Ruiz Zafon,632-43-62464-68-3,Dominica,Russian,"Thursday, December 11, 5073",Vodafone,255,58.55,2.81,Animation
853,Nineteen Eighty Four,Ralph Waldo Emerson,127-38-52606-71-1,Turkmenistan,Arabic,"Tuesday, April 4, 9195",ExxonMobil,509,24.22,2.84,Thriller
854,The Scarlet Letter,Walt Whitman,706-73-83462-07-3,Lesotho,English,"Sunday, November 25, 6159",Danone,230,67.91,4.42,Comedy
855,The Sun Also Rises,Alexander Pushkin,045-12-08080-62-6,United Arab Emirates,Romanian,"Sunday, August 10, 1310",AECOM,436,64.51,3.65,Romance
856,Hamlet,Walt Whitman,073-73-34167-42-3,China,Ukrainian,"Wednesday, April 18, 8074",Global Print,331,80.05,4.10,Fantasy
857,Wuthering Heights,F. Scott Fitzgerald,005-10-68157-73-3,Malawi,Pashto,"Saturday, February 25, 0699",Team Guard SRL,559,72.97,4.79,Thriller
858,Gargantua and Pantagruel,T. S. Eliot,636-30-01522-26-4,Taiwan,Uzbek,"Wednesday, May 10, 6930",Apple Inc.,309,98.02,1.89,Romance
859,One Thousand and One Nights,Doris Lessing,063-28-53204-33-8,Sierra Leone,Hindi,"Tuesday, August 5, 7062",AECOM,379,35.79,4.91,Sci-Fi
860,Invisible Man,Alexandre Dumas,364-75-75470-68-0,Thailand,Greek,"Thursday, April 20, 5550",Demaco,228,38.22,2.52,Fantasy
861,Ulysses,C.S. Lewis,843-45-58385-70-1,Burundi,Hindi,"Monday, November 5, 7523",Biolife Grup,446,30.30,2.01,History
862,War and Peace,Danielle Steel,402-50-64262-23-0,Colombia,Greek,"Saturday, January 2, 9819",ExxonMobil,361,52.79,4.47,Romance
863,The Old Man and the Sea,Bella Forrest,284-28-77821-03-7,Netherlands,Russian,"Monday, September 18, 4519",ENEL,422,38.73,3.03,Musical
864,Gone With the Wind,William Faulkner,241-76-60668-31-3,Brunei,Polish,"Sunday, February 6, 5448",Areon Impex,334,40.40,2.60,Animation
865,The Old Man and the Sea,Mary Shelley,172-12-66682-61-4,Iraq,Chinese,"Friday, December 25, 4303",Areon Impex,401,27.41,1.93,Action
866,War and Peace,Robert Frost,062-05-15862-75-8,Nicaragua,Tamil,"Monday, December 16, 0312",Danone,414,97.80,1.59,Romance
867,Wuthering Heights,Carolyn Brown,311-61-75286-42-6,Uganda,Turkish,"Sunday, March 1, 3536",Demaco,418,44.93,1.10,Comedy
868,Emma,Jin Yong,804-47-54501-41-3,Pakistan,Belarusian,"Friday, May 2, 4431",ExxonMobil,285,50.56,1.15,Thriller
869,Robinson Crusoe,Danielle Steel,105-54-42828-40-3,Seychelles,Gan Chinese,"Monday, January 14, 4667",Global Print,308,54.82,4.08,Comedy
870,The Sound and the Fury,Emily Dickinson,423-01-43847-57-0,Singapore,Uzbek,"Friday, July 12, 3112",Vodafone,228,18.23,2.52,Crime
871,The Lord of The Rings,G.R.R. Martin,264-06-73854-78-6,Pakistan,French,"Tuesday, June 28, 0422",21st Century Fox,300,56.23,4.07,Animation
872,Wuthering Heights,Cormac McCarthy,004-16-66735-12-6,Cabo Verde,Bhojpuri,"Monday, September 12, 1921",DynCorp,227,26.15,1.84,Sci-Fi
873,Robinson Crusoe,Bella Forrest,468-04-88586-18-5,Iceland,Swedish,"Sunday, July 23, 5505",It Smart Group,515,13.31,3.06,Action
874,Emma,Jules Verne,732-22-83560-76-2,Sao Tome and Principe,Romanian,"Friday, September 6, 6880",Coca-Cola Company,369,64.82,4.93,Family
875,Tess of the d'Urbervilles,Cormac McCarthy,430-86-07547-66-7,Bosnia and Herzegovina,Vietnamese,"Thursday, August 31, 2130",BuzzFeed,495,66.15,2.36,Biography
876,Great Expectations,Agatha Christie,543-00-81207-01-1,Lebanon,Romanian,"Monday, October 20, 5732",Comcast,461,64.62,1.32,Adventure
877,The Metamorphosis,Guillaume Musso,244-36-48835-58-8,South Africa,Yoruba,"Wednesday, May 22, 3309",It Smart Group,328,62.61,4.06,Fantasy
878,The Sun Also Rises,Franz Kafka,716-02-20425-45-6,Colombia,Wu,"Sunday, July 26, 2572",It Smart Group,353,36.48,3.32,Sci-Fi
879,Tristram Shandy,Kurt Vonnegut,863-60-01274-56-5,Afghanistan,Punjabi,"Sunday, December 25, 0259",It Smart Group,347,41.95,3.56,History
880,The Sun Also Rises,Leo Tolstoy,616-77-35527-56-0,Paraguay,Urdu,"Thursday, June 30, 3712",Boeing,285,50.36,2.98,Biography
881,Lord of the Flies,Leo Tolstoy,651-54-54677-71-8,Burundi,Italian,"Wednesday, November 13, 4480",Leadertech Consulting,561,62.04,4.82,Animation
882,The Magic Mountain,Jane Austen,747-51-08658-14-3,Belgium,Greek,"Wednesday, November 16, 8844",Amazon.com,465,91.83,1.19,Drama
883,The Good Soldier,Oscar Wilde,527-73-18282-07-4,USA,Yue,"Wednesday, September 19, 4700",Apple Inc.,568,23.93,2.75,History
884,In Search of Lost Time,Robert Frost,553-34-61213-11-6,Congo,Azerbaijani,"Thursday, January 15, 6370",Zepter,205,42.55,3.56,Family
885,Don Quixote,F. Scott Fitzgerald,330-86-06275-36-7,Netherlands,Gan Chinese,"Monday, August 18, 2870",Zepter,271,36.21,3.87,Musical
886,Ulysses,Jane Austen,077-25-68721-45-5,Madagascar,Portuguese,"Monday, September 30, 6233",Demaco,188,33.14,3.58,Sci-Fi
887,The Canterbury Tales,John Steinbeck,131-72-32060-11-5,Cyprus,Belarusian,"Sunday, August 17, 2966",Facebook,380,62.04,1.96,Family
888,Lord of the Flies,Stephenie Meyer,526-14-76706-31-3,Equatorial Guinea,Czech,"Thursday, September 26, 6080",Leadertech Consulting,260,86.25,3.30,Comedy
889,The Good Soldier,Leo Tolstoy,208-01-33438-57-7,Central African Republic,Spanish,"Wednesday, September 7, 7138",DynCorp,458,48.49,2.28,Drama
890,The Metamorphosis,C.S. Lewis,817-02-14063-08-2,Pakistan,Chittagonian,"Tuesday, January 30, 6655",Carrefour,400,58.91,2.13,Thriller
891,The Sound and the Fury,Barbara Cartland,456-46-54105-56-5,Nigeria,Persian,"Thursday, October 25, 3060",Comcast,243,84.29,1.99,Action
892,Lord of the Flies,Carlos Ruiz Zafon,248-42-54155-15-7,Fiji,Tamil,"Monday, July 24, 4045",Erickson,409,64.48,3.18,Sci-Fi
893,Oedipus,J. R. R. Tolkien,254-23-08560-38-6,Belarus,Chinese,"Friday, January 26, 3348",It Smart Group,274,89.59,1.07,Horror
894,The Odyssey,Tennessee Williams,012-78-77808-26-0,Monaco,Italian,"Monday, November 7, 4670",Boeing,522,23.52,2.86,Action
895,To the Lighthouse,F. Scott Fitzgerald,041-42-35465-08-8,Greece,Chittagonian,"Wednesday, December 4, 2543",Erickson,236,20.48,3.32,Adventure
896,The Flowers of Evil,Stephenie Meyer,508-33-38576-46-3,Oman,Italian,"Monday, May 30, 9363",Danone,524,33.60,4.47,Crime
897,The Magic Mountain,Robert Frost,851-15-67655-54-7,Philippines,Malaysian,"Monday, December 12, 9160",Areon Impex,338,58.04,3.08,Animation
898,The Brothers Karamazov ,Ray Bradbury,488-21-05152-15-3,Sao Tome and Principe,Gan Chinese,"Saturday, April 3, 8506",21st Century Fox,492,71.62,1.14,Biography
899,Madame Bovary,Cormac McCarthy,541-86-32562-26-0,Iraq,Somali,"Sunday, October 29, 1009",Metro Cash&Carry,261,26.60,3.29,Thriller
900,The Handmaid's Tale,Alexandre Dumas,371-75-15011-78-6,Brunei,Thai,"Monday, June 23, 7788",AECOM,300,56.84,4.74,Adventure
901,Lord of the Flies,Ray Bradbury,846-07-42813-17-6,Romania,French,"Saturday, September 19, 1007",Leadertech Consulting,205,83.44,3.53,Adventure
902,One Thousand and One Nights,Guillaume Musso,831-48-11546-02-3,Botswana,Greek,"Monday, February 15, 7277",Coca-Cola Company,393,76.18,1.37,Animation
903,Nineteen Eighty Four,Jack London,084-70-38726-84-1,Pakistan,Ukrainian,"Wednesday, April 25, 8035",Areon Impex,257,74.33,1.22,Sci-Fi
904,Emma,Herman Melville,101-28-04422-28-1,Samoa,Fula,"Thursday, July 12, 7128",Vodafone,209,43.55,4.47,History
905,Tess of the d'Urbervilles,Ralph Waldo Emerson,535-51-65245-50-7,Central African Republic,Sundanese,"Saturday, August 15, 2646",Metro Cash&Carry,294,65.73,4.55,Adventure
